SOMAMER_ID,UniProt,TargetFullName,Target
RNASEH1.8470.213.3,O60930,Ribonuclease H1,RNase H1
RND1.13574.50.3,Q92730,Rho-related GTP-binding protein Rho6,RND1
RNF114.9957.9.3,Q9Y508,E3 ubiquitin-protein ligase RNF114,RN114
RNF122.11160.56.3,Q9H9V4,RING finger protein 122,RN122
RNF128.6510.56.3,Q8TEB7,E3 ubiquitin-protein ligase RNF128,RN128
RNF13.8087.250.3,O43567,E3 ubiquitin-protein ligase RNF13,RNF13
RNF148.7742.11.3,Q8N7C7,RING finger protein 148,RN148
RNF148.9955.40.3,Q8N7C7,RING finger protein 148,RN148
RNF149.9773.15.3,Q8NC42,E3 ubiquitin-protein ligase RNF149,RN149
RNF150.9774.59.3,Q9ULK6,RING finger protein 150,RN150
RNF165.11561.32.3,Q6ZSG1,RING finger protein 165,RN165
RNF215.7758.217.3,Q9Y6U7,RING finger protein 215,RN215
RNF219.8822.163.3,Q5W0B1,RING finger protein 219,RN219
RNF34.13386.248.3,Q969K3,E3 ubiquitin-protein ligase RNF34,RNF34
RNF43.14120.2.3,Q68DV7,E3 ubiquitin-protein ligase RNF43,RNF43
RNF8.14663.44.3,O76064,E3 ubiquitin-protein ligase RNF8,RNF8
RNGTT.12847.27.3,O60942,mRNA-capping enzyme,MCE1
RNMTL1.9584.105.3,Q9HC36,"rRNA methyltransferase 3, mitochondrial",RMTL1
RNPC3.12814.17.3,Q96LT9,RNA-binding protein 40,RBM40
ROBO1.5740.17.3,Q9Y6N7,Roundabout homolog 1,ROBO1
ROBO2.5116.62.2,Q9HCK4,Roundabout homolog 2,ROBO2
ROBO3.5117.14.3,Q96MS0,Roundabout homolog 3,ROBO3
ROCK2.13654.1.3,O75116,Rho-associated protein kinase 2,ROCK2
ROR1.2590.69.4,Q01973,Tyrosine-protein kinase transmembrane receptor ROR1,ROR1
ROR2.7861.9.3,Q01974,Tyrosine-protein kinase transmembrane receptor ROR2,ROR2
RORB.12483.62.3,Q92753,Nuclear receptor ROR-beta,RORB
RPE.12646.2.3,Q96AT9,Ribulose-phosphate 3-epimerase,RPE
RPIA.12333.87.3,P49247,Ribose-5-phosphate isomerase,RPIA
RPL30.12478.15.3,P62888,60S ribosomal protein L30,RL30
RPLP2.10949.59.3,P05387,60S acidic ribosomal protein P2,RLA2
RPN1.10490.3.3,P04843,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,RPN1
RPN1.6458.6.3,P04843,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,RPN1
RPRD1A.13515.8.3,Q96P16,Regulation of nuclear pre-mRNA domain-containing protein 1A,RPR1A
RPS27A.2846.24.2,P62979,"Ubiquitin+1, truncated mutation for UbB",Ubiquitin+1
RPS27A.4474.19.2,P62979,Ubiquitin,Ubiquitin
RPS3.5026.66.1,P23396,40S ribosomal protein S3,RS3
RPS3A.5484.63.3,P61247,40S ribosomal protein S3a,RS3A
RPS4X.9758.17.3,P62701,"40S ribosomal protein S4, X isoform",RS4X
RPS6KA6.12688.115.3,Q9UK32,Ribosomal protein S6 kinase alpha-6,KS6A6
RPS7.3864.5.2,P62081,40S ribosomal protein S7,RS7
RPSA.4957.1.2,P08865,40S ribosomal protein SA,40S ribosomal protein SA
RQCD1.8975.26.3,Q92600,Cell differentiation protein RCD1 homolog,RCD1
RRBP1.9492.5.3,Q9P2E9,Ribosome-binding protein 1,RRBP1
RRM1.11360.39.3,P23921,Ribonucleoside-diphosphate reductase large subunit,RRM1
RRM2B.8854.59.3,Q7LG56,Ribonucleoside-diphosphate reductase subunit M2 B,RIR2B
RRM2B.8925.25.3,Q7LG56,Ribonucleoside-diphosphate reductase subunit M2 B,RIR2B
RS1.6497.10.3,O15537,Retinoschisin,XLRS1
RSPO3.13094.75.3,Q9BXY4,R-spondin-3,RSPO3
RSPO4.8464.31.3,Q2I0M5,R-spondin-4,RSPO4
RSRP1.9050.170.3,Q9BUV0,Arginine/serine-rich protein 1,CA063
RTBDN.8613.97.3,Q9BSG5,Retbindin,RTBDN
RTN4R.5105.2.3,Q9BZR6,Reticulon-4 receptor,Nogo Receptor
RUFY1.11425.31.3,Q96T51,RUN and FYVE domain-containing protein 1,RUFY1
RUNX3.11138.16.3,Q13761,Runt-related transcription factor 3,RUNX3
RXFP1.14135.3.3,Q9HBX9,Relaxin receptor 1,RXFP1
RYK.5583.62.3,P34925,Tyrosine-protein kinase RYK,RYK
S100A11.14011.17.3,P31949,Protein S100-A11,S100A11
S100A12.5852.6.3,P80511,Protein S100-A12,S100A12
S100A13.7223.60.3,Q99584,Protein S100-A13,S100A13
S100A2.11969.5.3,P29034,Protein S100-A2,S100A2
S100A4.14116.129.3,P26447,Protein S100-A4,S100A4
S100A5.14222.68.3,P33763,Protein S100-A5,S100A5
S100A6.13090.17.3,P06703,Protein S100-A6,S100A6
S100A7.5921.58.3,P31151,Protein S100-A7,S100A7
S100A9.5339.49.3,P06702,Protein S100-A9,calgranulin B
SAA1.4336.2.1,P0DJI8,Serum amyloid A-1 protein,SAA
SAMHD1.11303.7.3,Q9Y3Z3,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1,SAMH1
SAP18.12830.4.3,O00422,Histone deacetylase complex subunit SAP18,SAP18
SAP30.12888.18.3,O75446,Histone deacetylase complex subunit SAP30,SAP30
SARS2.12348.46.3,Q9NP81,"Serine--tRNA ligase, mitochondrial",SYSM
SAT1.9859.180.3,P21673,Diamine acetyltransferase 1,SSAT-1
SAT2.12524.18.3,Q96F10,Diamine acetyltransferase 2,SAT2
SATB1.13511.29.3,Q01826,DNA-binding protein SATB1,SATB1
SATB2.10081.17.3,Q9UPW6,DNA-binding protein SATB2,SATB2
SAYSD1.6594.64.3,Q9NPB0,SAYSvFN domain-containing protein 1,SMDC1
SBSN.5724.58.3,Q6UWP8,Suprabasin,SBSN
SCAMP5.13509.5.3,Q8TAC9,Secretory carrier-associated membrane protein 5,SCAM5
SCARA3.10872.103.3,Q6AZY7,Scavenger receptor class A member 3,SCAR3
SCARA3.11292.13.3,Q6AZY7,Scavenger receptor class A member 3,SCAR3
SCARA3.9569.14.3,Q6AZY7,Scavenger receptor class A member 3,SCAR3
SCARA3.9731.29.3,Q6AZY7,Scavenger receptor class A member 3,SCAR3
SCARA5.10419.1.3,Q6ZMJ2,Scavenger receptor class A member 5,SCAR5
SCARB2.5100.53.3,Q14108,Lysosome membrane protein 2,LIMP II
SCARF2.5130.67.3,Q96GP6,Scavenger receptor class F member 2,SREC-II
SCARF2.8956.96.3,Q96GP6,Scavenger receptor class F member 2,SREC-II
SCARF2.9925.56.3,Q96GP6,Scavenger receptor class F member 2,SREC-II
SCG2.8377.87.4,P13521,Secretogranin-2,SCG2
SCG3.7957.2.3,Q8WXD2,Secretogranin-3,SCG3
SCGB1C1.5960.49.3,Q8TD33,Secretoglobin family 1C member 1,SG1C1
SCGB1D2.6508.68.3,O95969,Secretoglobin family 1D member 2,SG1D2
SCGB2A1.5001.6.2,O75556,Mammaglobin-B,Mammaglobin 2
SCGN.10894.25.3,O76038,Secretagogin,Secretagogin
SCIN.12684.5.3,Q9Y6U3,Adseverin,ADSV
SCMH1.12604.16.3,Q96GD3,Polycomb protein SCMH1,SCMH1
SCN2B.8353.15.3,O60939,Sodium channel subunit beta-2,SCN2B
SCO1.7853.19.3,O75880,"Protein SCO1 homolog, mitochondrial",SCO1
SCP2D1.14175.78.3,Q9UJQ7,SCP2 sterol-binding domain-containing protein 1,SCP2D
SCUBE1.8989.40.3,Q8IWY4,"Signal peptide, CUB and EGF-like domain-containing protein 1",SCUB1
SDF2L1.6990.44.3,Q9HCN8,Stromal cell-derived factor 2-like protein 1,SDF2L
SDHAF2.6420.4.3,Q9NX18,"Succinate dehydrogenase assembly factor 2, mitochondrial",SDHF2
SEC11C.10658.28.3,Q9BY50,Signal peptidase complex catalytic subunit SEC11C,SC11C
SEC13.14689.3.3,P55735,Protein SEC13 homolog,SEC13
SEC22A.13713.164.3,Q96IW7,Vesicle-trafficking protein SEC22a,SC22A
SEC61B.7878.2.3,P60468,Protein transport protein Sec61 subunit beta,SC61B
SEC61G.8872.1.3,P60059,Protein transport protein Sec61 subunit gamma,SC61G
SECTM1.13093.6.3,Q8WVN6,Secreted and transmembrane protein 1,SECTM1
SEL1L2.9082.25.3,Q5TEA6,Protein sel-1 homolog 2,SE1L2
SELE.3470.1.2,P16581,E-selectin,sE-Selectin
SELL.4831.4.2,P14151,L-Selectin,sL-Selectin
SELP.4154.57.2,P16109,P-selectin,P-Selectin
SELPLG.11266.8.3,Q14242,P-selectin glycoprotein ligand 1,SELPL
SEMA3A.3222.11.2,Q14563,Semaphorin-3A,Semaphorin 3A
SEMA3B.5667.3.3,Q13214,Semaphorin-3B,SEM3B
SEMA3C.6448.36.3,Q99985,Semaphorin-3C,Sema E
SEMA3E.5363.51.3,O15041,Semaphorin-3E,Semaphorin 3E
SEMA3G.5628.21.3,Q9NS98,Semaphorin-3G,SEM3G
SEMA4C.7923.41.3,Q9C0C4,Semaphorin-4C,SEM4C
SEMA4D.5737.61.3,Q92854,Semaphorin-4D,SEM4D
SEMA5A.13132.14.3,Q13591,Semaphorin-5A,SEM5A
SEMA6A.5122.92.2,Q9H2E6,Semaphorin-6A,Semaphorin-6A
SEMA6A.7945.10.3,Q9H2E6,Semaphorin-6A,Semaphorin-6A
SEMA6C.14597.5.3,Q9H3T2,Semaphorin-6C,SEM6C
SEMA7A.7019.13.3,O75326,Semaphorin-7A,Semaphorin-7A
SEMG1.7115.5.3,P04279,Semenogelin-1,Semenogelin
SEMG2.6373.54.3,Q02383,Semenogelin-2,SEMG2
SENP7.12626.6.3,Q9BQF6,Sentrin-specific protease 7,SENP7
SEPHS1.14083.25.3,P49903,"Selenide, water dikinase 1",SPS1
SEPT10.12690.33.3,Q9P0V9,Septin-10,Sep-10
SERAC1.8985.13.3,Q96JX3,Protein SERAC1,SRAC1
SERF1A.7842.52.3,O75920,Small EDRK-rich factor 1,SERF1
SERPINA10.13119.26.3,Q9UK55,Protein Z-dependent protease inhibitor,protein Z inhibitor
SERPINA10.6583.67.3,Q9UK55,Protein Z-dependent protease inhibitor,protein Z inhibitor
SERPINA12.6551.94.3,Q8IW75,Serpin A12,Vaspin
SERPINA4.14105.5.3,P29622,Kallistatin,Kallistatin
SERPINA4.3449.58.2,P29622,Kallistatin,Kallistatin
SERPINA6.4785.30.3,P08185,Corticosteroid-binding globulin,CBG
SERPINA9.7266.4.3,Q86WD7,Serpin A9,SPA9
SERPINC1.3344.60.4,P01008,Antithrombin-III,Antithrombin III
SERPINE1.2925.9.1,P05121,Plasminogen activator inhibitor 1,PAI-1
SERPINE2.3217.74.2,P07093,Glia-derived nexin,Protease nexin I
SERPINF1.7735.17.3,P36955,Pigment epithelium-derived factor,PEDF
SERPINF1.9211.19.3,P36955,Pigment epithelium-derived factor,PEDF
SERPINF2.3024.18.2,P08697,Alpha-2-antiplasmin,a2-Antiplasmin
SERPING1.4479.14.2,P05155,Plasma protease C1 inhibitor,C1-Esterase Inhibitor
SERPINI2.7117.21.3,O75830,Serpin I2,SPI2
SETD2.12647.52.3,Q9BYW2,Histone-lysine N-methyltransferase SETD2,SETD2
SETMAR.12462.20.3,Q53H47,Histone-lysine N-methyltransferase SETMAR,SETMR
SEZ6L2.3867.49.1,Q6UXD5,Seizure 6-like protein 2,SE6L2
SF1.12777.11.3,Q15637,Splicing factor 1,SF01
SF3B4.13449.25.3,Q15427,Splicing factor 3B subunit 4,SF3B4
SFN.4829.43.6,P31947,14-3-3 protein sigma,STRATIFIN
SFRP1.3221.54.1,Q8N474,Secreted frizzled-related protein 1,SARP-2
SFRP2.7751.121.3,Q96HF1,Secreted frizzled-related protein 2,SARP-1
SFTPC.5738.25.3,P11686,Pulmonary surfactant-associated protein C,SP-C
SFTPD.4414.69.2,P35247,Pulmonary surfactant-associated protein D,SP-D
SGCB.7034.4.3,Q16585,Beta-sarcoglycan,SGCB
SGTA.3868.8.1,O43765,Small glutamine-rich tetratricopeptide repeat-containing protein alpha,SGTA
SH2D1A.4567.82.2,O60880,SH2 domain-containing protein 1A,SH21A
SH3BP2.7769.29.3,P78314,SH3 domain-binding protein 2,3BP2
SHC1.5272.55.2,P29353,SHC-transforming protein 1,SHC1
SHC2.14074.2.3,P98077,SHC-transforming protein 2,SHC2
SHC4.11692.21.3,Q6S5L8,SHC-transforming protein 4,SHC4
SHISA3.7057.18.3,A0PJX4,Protein shisa-3 homolog,SHSA3
SIAE.9263.57.3,Q9HAT2,Sialate O-acetylesterase,SIAE
SIGIRR.8326.63.3,Q6IA17,Single Ig IL-1-related receptor,SIGIRR
SIGLEC10.6048.4.3,Q96LC7,Sialic acid-binding Ig-like lectin 10,SIG10
SIGLEC11.8913.22.3,Q96RL6,Sialic acid-binding Ig-like lectin 11,SIG11
SIGLEC12.10037.98.3,Q96PQ1,Sialic acid-binding Ig-like lectin 12,SIG12
SIGLEC12.8352.26.3,Q96PQ1,Sialic acid-binding Ig-like lectin 12,SIG12
SIGLEC14.5125.6.3,Q08ET2,Sialic acid-binding Ig-like lectin 14,SIG14
SIGLEC14.8248.222.3,Q08ET2,Sialic acid-binding Ig-like lectin 14,SIG14
SIGLEC7.2742.68.2,Q9Y286,Sialic acid-binding Ig-like lectin 7,Siglec-7
SIGLEC8.7864.3.3,Q9NYZ4,Sialic acid-binding Ig-like lectin 8,SIGL8
SIGLEC9.3007.7.2,Q9Y336,Sialic acid-binding Ig-like lectin 9,Siglec-9
SIRPA.5430.66.3,P78324,Tyrosine-protein phosphatase non-receptor type substrate 1,SHPS1
SIRPB1.6247.9.3,O00241,Signal-regulatory protein beta-1,SIRB1
SIRPB2.5669.26.3,Q5JXA9,Signal-regulatory protein beta-2,SIRB2
SIRPG.9241.40.3,Q9P1W8,Signal-regulatory protein gamma,SIRPG
SIRT2.5030.52.1,Q8IXJ6,NAD-dependent protein deacetylase sirtuin-2,SIRT2
SIRT5.12461.8.3,Q9NXA8,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",SIRT5
SIT1.11194.6.3,Q9Y3P8,Signaling threshold-regulating transmembrane adapter 1,SIT1
SKIL.14670.1.3,P12757,Ski-like protein,SKIL
SKP1.3902.21.2,P63208,S-phase kinase-associated protein 1,SKP1
SLAMF1.7953.20.3,Q13291,Signaling lymphocytic activation molecule,SLAF1
SLAMF6.5128.53.3,Q96DU3,SLAM family member 6,SLAF6
SLAMF7.5487.7.3,Q9NQ25,SLAM family member 7,SLAF7
SLAMF7.7882.31.3,Q9NQ25,SLAM family member 7,SLAF7
SLAMF8.8994.65.3,Q9P0V8,SLAM family member 8,SLAMF8
SLC14A1.13430.50.3,Q13336,Urea transporter 1,UT1
SLC14A2.12818.159.3,Q15849,Urea transporter 2,UT2
SLC22A16.9969.8.3,Q86VW1,Solute carrier family 22 member 16,S22AG
SLC25A18.5280.68.5,Q9H1K4,Mitochondrial glutamate carrier 2,GHC2
SLC26A11.13502.2.3,Q86WA9,Sodium-independent sulfate anion transporter,S2611
SLC26A5.9127.4.3,P58743,Prestin,S26A5
SLC27A2.9045.3.3,O14975,Very long-chain acyl-CoA synthetase,S27A2
SLC30A3.9081.39.3,Q99726,Zinc transporter 3,ZNT3
SLC30A5.9594.30.3,Q8TAD4,Zinc transporter 5,ZNT5
SLC35B3.10660.33.3,Q9H1N7,Adenosine 3'-phospho 5'-phosphosulfate transporter 2,S35B3
SLC35G2.13501.10.3,Q8TBE7,Solute carrier family 35 member G2,S35G2
SLC41A2.12511.83.3,Q96JW4,Solute carrier family 41 member 2,S41A2
SLC4A8.12798.46.3,Q2Y0W8,Electroneutral sodium bicarbonate exchanger 1,S4A8
SLC5A5.12826.5.3,Q92911,Sodium/iodide cotransporter,SC5A5
SLC5A8.13691.10.3,Q8N695,Sodium-coupled monocarboxylate transporter 1,SC5A8
SLC6A14.13053.6.3,Q9UN76,Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+),S6A14
SLC6A16.13056.18.3,Q9GZN6,Orphan sodium- and chloride-dependent neurotransmitter transporter NTT5,S6A16
SLC6A9.11653.69.3,P48067,Sodium- and chloride-dependent glycine transporter 1,SC6A9
SLC9B2.9088.20.3,Q86UD5,Mitochondrial sodium/hydrogen exchanger 9B2,SL9B2
SLCO5A1.11669.39.3,Q9H2Y9,Solute carrier organic anion transporter family member 5A1,SO5A1
SLITRK1.3643.90.2,Q96PX8,SLIT and NTRK-like protein 1,SLIK1
SLITRK3.10565.19.3,O94933,SLIT and NTRK-like protein 3,SLIK3
SLITRK4.7139.14.3,Q8IW52,SLIT and NTRK-like protein 4,SLIK4
SLITRK5.4568.17.2,O94991,SLIT and NTRK-like protein 5,SLIK5
SLURP1.6401.73.3,P55000,Secreted Ly-6/uPAR-related protein 1,SLUR1
SMAD2.10364.6.3,Q15796,Mothers against decapentaplegic homolog 2,SMAD2
SMAD4.12022.12.3,Q13485,Mothers against decapentaplegic homolog 4,SMAD4
SMAP1.11649.3.3,Q8IYB5,Stromal membrane-associated protein 1,SMAP1
SMC3.14324.52.3,Q9UQE7,Structural maintenance of chromosomes protein 3,CSPG6
SMCO2.7925.18.3,A6NFE2,Single-pass membrane and coiled-coil domain-containing protein 2,CL070
SMDT1.9497.3.3,Q9H4I9,"Essential MCU regulator, mitochondrial",CV032
SMIM10.9379.248.3,Q96HG1,Small integral membrane protein 10,CX069
SMIM9.8888.33.3,A6NGZ8,Small integral membrane protein 9,CX068
SMOC1.13118.5.3,Q9H4F8,SPARC-related modular calcium-binding protein 1,SMOC1
SMPDL3A.14086.11.3,Q92484,Acid sphingomyelinase-like phosphodiesterase 3a,ASM3A
SMPDL3A.4771.10.3,Q92484,Acid sphingomyelinase-like phosphodiesterase 3a,ASM3A
SMR3A.7838.27.3,Q99954,Submaxillary gland androgen-regulated protein 3A,SMR3A
SMR3B.8595.75.3,P02814,Submaxillary gland androgen-regulated protein 3B,SMR3B
SMYD2.12636.113.3,Q9NRG4,N-lysine methyltransferase SMYD2,SMYD2
SNAI2.10014.31.3,O43623,Zinc finger protein SNAI2,SLUG
SNAP25.13105.7.3,P60880,Synaptosomal-associated protein 25,SNP25
SNAP29.12357.41.3,O95721,Synaptosomal-associated protein 29,SNP29
SNAPIN.6975.52.3,O95295,SNARE-associated protein Snapin,SNAPN
SNCA.8458.111.3,P37840,Alpha-synuclein,a-Synuclein
SNCA.8458.16.3,P37840,Alpha-synuclein,a-Synuclein
SNRPA.12678.66.3,P09012,U1 small nuclear ribonucleoprotein A,SNRPA
SNX1.8807.13.3,Q13596,Sorting nexin-1,SNX1
SNX17.12845.18.3,Q15036,Sorting nexin-17,SNX17
SNX4.3903.49.2,O95219,Sorting nexin-4,Sorting nexin 4
SNX7.14245.195.3,Q9UNH6,Sorting nexin-7,SNX7
SNX8.6925.26.3,Q9Y5X2,Sorting nexin-8,SNX8
SOCS3.11440.58.3,O14543,Suppressor of cytokine signaling 3,SOCS-3
SOCS7.11657.86.3,O14512,Suppressor of cytokine signaling 7,SOCS7
SOD2.5008.51.1,P04179,"Superoxide dismutase [Mn], mitochondrial",Mn SOD
SOD3.8463.2.3,P08294,Extracellular superoxide dismutase [Cu-Zn],SOD3
SORBS3.12976.49.3,O60504,Vinexin b,Vinexin b
SORT1.11300.32.3,Q99523,Sortilin,SORT
SOST.13101.60.3,Q9BQB4,Sclerostin,SOST
SPACA3.8076.4.3,Q8IXA5,Sperm acrosome membrane-associated protein 3,SACA3
SPACA7.6466.7.3,Q96KW9,Protein SPACA7,SPAC7
SPAG11A.5726.49.3,Q6PDA7,Sperm-associated antigen 11A,SG11A
SPAG11B.5762.35.3,Q08648,Sperm-associated antigen 11B,Sperm-associated antigen 11
SPARC.14110.200.3,P09486,SPARC,ON
SPARC.3043.49.2,P09486,SPARC,ON
SPARCL1.13707.27.3,Q14515,SPARC-like protein 1,SPARCL1
SPARCL1.4467.49.2,Q14515,SPARC-like protein 1,SPARCL1
SPAST.8388.24.3,Q9UBP0,Spastin,Spastin
SPATA20.11117.2.3,Q8TB22,Spermatogenesis-associated protein 20,SPT20
SPATA9.7809.22.3,Q9BWV2,Spermatogenesis-associated protein 9,SPAT9
SPG21.11122.97.3,Q9NZD8,Maspardin,SPG21
SPHK2.4468.21.2,Q9NRA0,Sphingosine kinase 2,SPHK2
SPINK13.10624.45.3,Q1W4C9,Serine protease inhibitor Kazal-type 13,ISK13
SPINK2.13405.61.3,P20155,Serine protease inhibitor Kazal-type 2,ISK2
SPINK5.8028.22.3,Q9NQ38,Serine protease inhibitor Kazal-type 5,SPINK5
SPINK6.5731.1.3,Q6UWN8,Serine protease inhibitor Kazal-type 6,ISK6
SPINK8.7962.11.3,P0C7L1,Serine protease inhibitor Kazal-type 8,ISK8
SPINK9.8042.88.3,Q5DT21,Serine protease inhibitor Kazal-type 9,ISK9
SPINT1.2828.82.2,O43278,Kunitz-type protease inhibitor 1,HAI-1
SPINT2.2843.13.2,O43291,Kunitz-type protease inhibitor 2,SPINT2
SPINT3.7926.13.3,P49223,Kunitz-type protease inhibitor 3,SPIT3
SPOCK1.5490.53.3,Q08629,Testican-1,Testican-1
SPOCK2.5491.12.3,Q92563,Testican-2,Testican-2
SPOCK3.9906.21.3,Q9BQ16,Testican-3,TICN3
SPON1.4297.62.3,Q9HCB6,Spondin-1,Spondin-1
SPOP.13727.44.3,O43791,Speckle-type POZ protein,SPOP
SPR.9287.6.3,P35270,Sepiapterin reductase,SPRE
SPRED1.8318.13.3,Q7Z699,"Sprouty-related, EVH1 domain-containing protein 1",SPRE1
SPRY1.9512.24.3,O43609,Protein sprouty homolog 1,SPY1
SPSB1.13942.140.3,Q96BD6,SPRY domain-containing SOCS box protein 1,SPSB1
SPTAN1.5031.10.1,Q13813,"Spectrin alpha chain, non-erythrocytic 1",SPTA2
SPTLC1.7886.26.3,O15269,Serine palmitoyltransferase 1,SPTC1
SPTLC2.7267.2.3,O15270,Serine palmitoyltransferase 2,LCB2
SRSF6.11573.3.3,Q13247,Serine/arginine-rich splicing factor 6,SRSF6
SRSF7.12987.12.3,Q16629,Serine/arginine-rich splicing factor 7,SRSF7
SRXN1.14268.4.3,Q9BYN0,Sulfiredoxin-1,SRXN1
SSB.13526.5.3,P05455,Lupus La protein,LA
SSB.13625.19.3,P05455,Lupus La protein,LA
SSMEM1.8298.8.3,Q8WWF3,Serine-rich single-pass membrane protein 1,CG045
SSR1.8106.15.3,P43307,Translocon-associated protein subunit alpha,SSRA
SSRP1.5032.64.1,Q08945,FACT complex subunit SSRP1,SSRP1
SST.5957.30.3,P61278,Somatostatin-28,Somatostatin-28
SSU72.13566.2.3,Q9NP77,RNA polymerase II subunit A C-terminal domain phosphatase SSU72,SSU72
ST3GAL1.5657.28.3,Q11201,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1",SIA4A
ST3GAL2.6281.51.3,Q16842,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 2",SIA4B
ST3GAL6.6947.4.3,Q9Y274,"Type 2 lactosamine alpha-2,3-sialyltransferase",SIA10
ST6GAL1.6035.2.3,P15907,"Beta-galactoside alpha-2,6-sialyltransferase 1",SIAT1
ST6GALNAC1.7867.154.3,Q9NSC7,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1",SIA7A
ST6GALNAC2.7823.22.3,Q9UJ37,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2",SIA7B
ST6GALNAC3.10626.116.3,Q8NDV1,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",SIA7C
ST6GALNAC3.10705.14.3,Q8NDV1,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",SIA7C
ST6GALNAC5.7927.16.3,Q9BVH7,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5",SIA7E
ST6GALNAC6.7228.2.3,Q969X2,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6",SIA7F
ST8SIA2.7920.30.3,Q92186,"Alpha-2,8-sialyltransferase 8B",SIA8B
ST8SIA3.6929.10.3,O43173,"Sia-alpha-2,3-Gal-beta-1,4-GlcNAc-R:alpha 2,8-sialyltransferase",SIA8C
ST8SIA4.7038.45.3,Q92187,"CMP-N-acetylneuraminate-poly-alpha-2,8-sialyltransferase",SIA8D
ST8SIA6.6930.95.3,P61647,"Alpha-2,8-sialyltransferase 8F",SIA8F
STAB1.14599.18.3,Q9NY15,Stabilin-1,STAB1
STAB2.3399.31.2,Q8WWQ8,Stabilin-2,STAB2
STAMBPL1.12401.3.3,Q96FJ0,AMSH-like protease,STALP
STAP1.12510.3.3,Q9ULZ2,Signal-transducing adaptor protein 1,STAP1
STAR.10085.25.3,P49675,"Steroidogenic acute regulatory protein, mitochondrial",STAR
STAT1.10370.21.3,P42224,Signal transducer and activator of transcription 1-alpha/beta,STAT1
STAT1.12351.25.3,P42224,Signal transducer and activator of transcription 1-alpha/beta,STAT1
STAT3.10346.5.3,P40763,Signal transducer and activator of transcription 3,STAT3
STAT6.10372.18.3,P42226,Signal transducer and activator of transcription 6,STAT6
STAU1.12471.47.3,O95793,Double-stranded RNA-binding protein Staufen homolog 1,STAU1
STAU2.12970.35.3,Q9NUL3,Double-stranded RNA-binding protein Staufen homolog 2,STAU2
STC1.4930.21.1,P52823,Stanniocalcin-1,Stanniocalcin-1
STC2.6231.46.3,O76061,Stanniocalcin-2,STC2
STIM1.9271.101.3,Q13586,Stromal interaction molecule 1,STIM1
STIP1.5489.18.3,P31948,Stress-induced-phosphoprotein 1,Stress-induced-phosphoprotein 1
STK16.3471.49.1,O75716,Serine/threonine-protein kinase 16,STK16
STK17B.5249.31.3,O94768,Serine/threonine-protein kinase 17B,DRAK2
STMN2.10900.272.3,Q93045,Stathmin-2,STMN2
STMN3.8019.73.3,Q9NZ72,Stathmin-3,STMN3
STMN4.6267.51.3,Q9H169,Stathmin-4,STMN4
STOM.8261.51.3,P27105,Erythrocyte band 7 integral membrane protein,STOM
STX10.12842.43.3,O60499,Syntaxin-10,STX10
STX18.9037.1.3,Q9P2W9,Syntaxin-18,STX18
STX1A.3766.51.4,Q16623,Syntaxin-1A,STX1a
STX1B.6966.144.3,P61266,Syntaxin-1B,STX1B
STX2.7738.299.3,P32856,Syntaxin-2,STX2
STX6.10945.11.3,O43752,Syntaxin-6,Syntaxin-6
STX7.8274.64.3,O15400,Syntaxin-7,Syntaxin-7
STX8.10903.50.3,Q9UNK0,Syntaxin-8,STX8
SULF2.8305.18.3,Q8IWU5,Extracellular sulfatase Sulf-2,SULF2
SULT1E1.9878.3.3,P49888,Estrogen sulfotransferase,SULT 1E
SULT2A1.9829.91.3,Q06520,Bile salt sulfotransferase,SULT 2A1
SULT4A1.8357.43.3,Q9BR01,Sulfotransferase 4A1,ST4A1
SUMF1.6941.11.3,Q8NBK3,Sulfatase-modifying factor 1,SUMF1
SUMO3.14623.26.3,P55854,Small ubiquitin-related modifier 3,SUMO3
SUMO3.9169.14.3,P55854,Small ubiquitin-related modifier 3,SUMO3
SUN3.8852.10.3,Q8TAQ9,SUN domain-containing protein 3,SUN3
SUN5.11260.47.3,Q8TC36,SUN domain-containing protein 5,SPA4L
SURF1.8009.121.3,Q15526,Surfeit locus protein 1,SURF1
SUSD1.9582.93.3,Q6UWL2,Sushi domain-containing protein 1,SUSD1
SUSD2.10021.1.3,Q9UGT4,Sushi domain-containing protein 2,SUSD2
SUSD3.5752.63.3,Q96L08,Sushi domain-containing protein 3,SUSD3
SUV420H2.12452.32.3,Q86Y97,Histone-lysine N-methyltransferase SUV420H2,SV422
SV2A.12880.1.3,Q7L0J3,Synaptic vesicle glycoprotein 2A,SV2A
